"Excess.mortality","Schools","Face.masks","Lockdown.severity","Majority.COVID.19.variant","Flights.7.day.moving.average","OpenTable.restaurant.bookings.London.index","Google.homeworking.Greater.London.mobility.index","Google.workplace.Greater.London.mobility.index","Apple.walking.London.mobility.index","Google.parks.Greater.London.mobility.index","Google.retail.recreation.Greater.London.mobility.index","Google.grocery.pharmacy.Greater.London.mobility.index","Google.transit.stations.mobility.index","TfL.Tube.mobility.index","TfL.Bus.mobility.index","Citymapper.journeys.mobility.index","Season","PCR.tests","PCR.tests.capacity","Antibody.tests","Antibody.tests.capacity","Pillar.1.NHS.and.UKHSA.capacity","Pillar.2.UK.Government.capacity","Pillar.3.Antibody.capacity","Pillar.4.Surveillance.capacity","Pillar.1.NHS.and.UKHSA.tests","Pillar.2.UK.Government.tests","Pillar.3.Antibody.tests","Pillar.4.Surveillance.tests","Tests.across.all.4.Pillars","New.cases","New.infections","Reinfections","Hospital.admissions","Patients.in.hospital","Patients.in.MVBs","Vaccinations.total","Vaccinations.1st.dose","Vaccinations.2nd.dose","Vaccinations.3rd.dose","First.dose.uptake","Second.dose.uptake","Third.dose.uptake","COVID.19.deaths.on.certificate"
-13.4666666666667,"Open","No","No_or_limited_measures","Omicron BA.2",5715,95.029127102141,109.513614087043,44.8931753543145,127.34696289914,112.689843393242,87.4135854643774,97.323379621505,68.266263495595,93.5171550726163,91.6127828619337,228.852780862788,"Summer",61248.7977061781,287754.59511301,1344,122400,160391.971542542,114650,120000,2400,45556.0699092048,100482.819244417,404,12243,151536.226631864,1646.66079167027,1356.65261854925,1126.03306056086,521.962664864089,5113.4418125985,-170.29656829543,29377.8270112965,6105.92916596811,8983.30509304056,12539.4904474177,92.9047816323444,86.9472500190428,69.0216436252742,2.59484741348229
-14.7777777777778,"Open","No","No_or_limited_measures","Omicron BA.2",5661,95.0188990182288,109.183576469715,44.1991687486628,127.334211430472,113.138990910009,85.2526277620444,96.9571676017433,66.1208190217434,93.5171513531869,91.439817904086,231.011368721319,"Summer",60192.5375029637,290735.098051092,1497,122400,163211.751174931,114650,120000,2400,48093.323292477,118472.525434645,392,7392,174556.952708906,2170.68196630523,1783.07298906017,1238.91130606727,510.410694835711,5211.46605439632,-118.575839212637,26328.1849599859,6357.87941651877,12284.667811084,11920.5570972915,92.9405971080294,86.9698519807544,69.065248927374,3.63532654401602
-16.0888888888889,"Open","No","No_or_limited_measures","Omicron BA.2",5626,95.0095898651023,105.271368411094,59.4671403520011,127.392431926443,113.831378619131,83.7097065908558,95.8670823910635,67.8193125109702,93.7758134574083,91.2866076234427,233.13497286528,"Summer",57366.1637812404,293581.765422398,930,122400,166021.354928995,114650,120000,2400,48434.2395546688,147309.262242527,212,8129,205664.15016952,2533.08354467972,2082.68086591302,1267.03617196843,498.871999467841,5237,-72.1541332889234,18901.3089367476,5200.44092709568,8526.85136674285,7669.95178193208,92.9731814504348,86.9879844278081,69.139326089636,5.01326334568978
-17.4,"Open","No","No_or_limited_measures","Omicron BA.2",5642,95.0005573217578,103.987097252194,74.7891396247268,127.482814008155,115.40826072198,85.1350408240926,96.4718244443733,74.1662110077673,93.6551629964645,91.1170628958658,235.223761728928,"Summer",57149.2862343499,296293.755044667,816,122400,168820.138411758,114650,120000,2400,46466.7963043917,119708.888743184,298,4222,173122.669489108,2632.23834815765,2172.53084948193,1192.03418126055,487.429551616151,5050,-30.7824363736371,10199,2628,3306,4265,93,87,69.2,6.38371473885629
-17.4,"Open","No","No_or_limited_measures","Omicron BA.2",5617,94.9911823685316,99.5760274320492,83.455156893343,127.526543244708,120.201430087894,84.724257295877,95.4910259322801,72.2690792094832,92.907832025844,90.8830417225836,237.27790374652,"Summer",58132.2630533602,298854.281610749,900,122400,171607.457230241,114650,120000,2400,43921.4877139368,106758.709208304,96,1086,161462.980751225,2591.93319675889,2149.23877296492,1076.11760887988,476.68494340902,4900,5.80563392142668,19675,5621,6472,7582,93,87,69.2,7.19722147231428
-17.4,"Open","No","No_or_limited_measures","Omicron BA.2",5596,94.9813167129395,104.145877451631,58.3140917948797,127.573321184596,136.689985916307,83.7461206402328,96.9707039748271,64.6661852584819,93.2462727359337,90.7238499141356,239.297567352313,"Summer",62035.3507996106,301241.733360096,148,122400,174382.666991473,114650,120000,2400,43128.626428064,145398.566850822,148,11183,206099.185193067,2677.00186432124,2222.96435890056,1016.67899842293,471,4946,37.8899070533093,3834,1033,1177,1624,93,87,69.2,7
-17.4,"Open","No","No_or_limited_measures","Omicron BA.2",5563,94.971209172287,111,28,127.641710349711,176,85,95,61,95.165005745533,90.7874686564661,241.282920980564,"Summer",64009.0946332759,303462.306902455,317,122400,177145.123302471,114650,120000,2400,45308.4611151678,145279.142966144,317,9240,203256.638991894,3076.2876441687,2545.31146489238,1071.00810744818,502,4930,65.759801200438,9246,2266,2390,4590,93,87,69.2,11
-17.4,"Open","No","No_or_limited_measures","Omicron BA.2",5593,94.9611868295032,105,57,127.679649959741,113,88,101,70,93.7643705867723,90.4682463605201,243.234133065529,"Summer",65057.2414114552,305535.012659308,860,122400,179894.181770265,114650,120000,2400,49395.7885727668,109641.4649119,260,10931,163973.592385337,3728.95012397056,3070.47715613371,1209.2016700242,566,4904,89.7105603435824,28747,6970,8628,13149,93,87,69.1,13
-17.4,"Open","No","No_or_limited_measures","Omicron BA.2",5667,94.9514040896233,108,58,127.71791319018,86,78,93,68,89.0948232764372,89.5902770375347,245.151372041467,"Spring",62149.6941117699,307461.90215417,1222,122400,182629.198001874,114650,120000,2400,52777.7241796642,130276.248814441,400,7146,190545.018307714,4347.91561628471,3572.02618386273,1333.75368812945,580,5154,110.039617810886,30048,7650,8775,13623,93,87,69.1,23
-17.4,"Open","No","No_or_limited_measures","Omicron BA.2",5680,94.9417919646676,109,56,127.781211938415,99,80,93,66,92.5644651857023,89.9083379761895,247.034806342631,"Spring",60264.3603174537,309248.851491787,338,122400,185349.527604325,114650,120000,2400,53045.7168402241,161806.303369329,283,8675,224562.895032241,4639.49952481376,3815.76077341173,1353.43331646688,547,5192,127.043115558994,27680,6769,8051,12860,93,86.9,69.1,36
7.93,"Open","No","No_or_limited_measures","Omicron BA.2",5652,94.9321837944952,99,93,127.83810320046,111,82,91,86,106.887251783601,92.9395961949344,248.884604403282,"Spring",58513.1990157325,310792.0382508,37,122400,188054.526184638,114650,120000,2400,50130.810360682,130287.300708371,37,7977,187065.047858846,4551.77764375476,3757.24121540865,1255.61520597587,510,5113,141.01260652131,18082,6018,5496,6568,93,86.9,69.1,11
7.93,"Open","No","No_or_limited_measures","Omicron BA.2",5632,94.9224700689161,98,91,127.884561028903,101,78,94,83,88.901093000168,87.5915385199924,250.700934657674,"Spring",61444.2700374306,312085.271336764,1385,122400,190743.54934984,114650,120000,2400,46326.6439327233,116383.097006456,188,10742,174701.479514075,4345.02573111535,3600.15826210043,1119.87342706598,448,5164,152.23196525197,37018,12568,11504,12946,93,86.9,69.1,28
7.93,"Open","No","No_or_limited_measures","Omicron BA.2",5596,94.9126548381835,105,67,127.941479268421,125,78,99,71,70.4377575648833,84.5926587274033,252.483965540066,"Spring",64300.8035115354,313232.04512212,1227,122400,193415.952706954,114650,120000,2400,45056.0911936316,159445.307255056,506,11186,224720.574979681,4408.04636502938,3653.40364946139,1059.39567171981,518,5357,160.974529846457,23950,5192,6356,12402,93,86.9,69,31
7.93,"Open","No","No_or_limited_measures","Omicron BA.2",5576,94.9028116295691,106,70,127.994771976906,108,79,98,72,75.1279979421286,83.0612009210004,254.233865484714,"Spring",68317.1762024957,314264.391383907,2385,122400,196071.091863001,114650,120000,2400,47830.6902591746,158280.941301012,379,12742,220134.028789679,4949.09364884284,4086.37599431695,1133.15353883775,490,5610,167.500495743793,42218,3608,25392,13218,92.9,86.9,69,35
7.93,"Open","No","No_or_limited_measures","Omicron BA.2",5511,94.8930078889407,106,69,128.039848127616,96,76,95,71,72.7206329602065,82.5056549533007,255.950802925873,"Spring",67397.2496877681,315165.624913059,2016,122400,198708.32242501,114650,120000,2400,53434.086784126,118618.458505114,491,13072,176151.121153889,5805.52109549122,4775.02969205834,1296.83738057185,570,5741,172.054579528358,14234,386,3072,10776,92.9,86.8,69,30
7.93,"Open","No","No_or_limited_measures","Omicron BA.2",5437,94.8832595523976,107,68,128.091675842465,89,75,94,71,72.0692020995633,82.4717548446527,257.634946297801,"Spring",65808.4844587202,315977,1667,122400,201327,114650,120000,2400,57872.4099242086,142151.496835674,413,7950,206654.202394612,6539.9756509907,5373.62627470171,1433.08728644062,568,5888,174.86396826922,22504,4746,4867,12891,92.9,86.8,69,45
7.93,"Open","No","No_or_limited_measures","Omicron BA.2",5410,94.873537598734,108,66,128.147506360672,103,75,96,67,64.8349128601698,79.7626959009409,259.286464034756,"Spring",61384.4319345357,315977,881,122400,201327,114650,120000,2400,58207.9186474664,176457.917039809,458,7780,243674.704243176,6770.47591622496,5574.31316749404,1440.80140409436,588,6260,176.404718219106,20678,3323,4629,12726,92.9,86.8,69,54
11.93,"Open","No","No_or_limited_measures","Omicron BA.2",5380,94.863804712133,98,94,128.198103618551,142,83,94,86,100.199982215291,98.5647246793457,260.905524570994,"Spring",61593.3600530708,315977,91,122400,201327,114650,120000,2400,53764.7982112596,140722.556001632,91,10305,200786.169328891,6486.0525151137,5360.33261597925,1315.7195212803,535,6275,175,17958,6519,4621,6818,92.9,86.8,68.9,54
11.93,"Open","No","No_or_limited_measures","Omicron BA.2",5367,94.8540446096525,99,92,128.250055974415,107,77,95,81,85.4253498885005,88.6701381433102,262.492296340772,"Spring",62749.9427410462,315977,161,122400,201327,114650,120000,2400,48472.0772656,121140.951309389,161,10284,179426.695764634,6090.19520302116,5047.11269501482,1158.24625391154,448,6323,184,42720,16176,11054,15490,92.9,86.8,68.9,45
11.93,"Open","No","No_or_limited_measures","Omicron BA.2",5345,94.8442659049494,107,67,128.304074530635,86,71,94,68,66.2223245609329,82.0023088731548,264.046947778345,"Spring",68576.8153383725,315977,2505,122400,201327,114650,120000,2400,46179.3434101114,171453.356414111,644,12342,241083.476414884,6113.32619395807,5059.42681815898,1098.98553912892,526,6545,194,28989,6503,6514,15972,92.9,86.8,68.9,66
11.93,"Open","No","No_or_limited_measures","Omicron BA.2",5325,94.834487278808,106,70,128.354695964742,118,79,98,71,72.6773680580364,82.6166308212114,265.569647317973,"Spring",70599,315979,1709,122400,201329,114650,120000,2400,50227,160362,497,12362,223448,6798,5601,1197,647,6757,191,35883,8931,8074,18878,92.9,86.8,68.9,43
11.93,"Open","No","No_or_limited_measures","Omicron BA.2",5314,94.8247207664863,106,70,128.404997849626,122,77,97,70,70.6284228289106,82.4853973033643,267.060563393908,"Spring",83236,315979,1287,122400,201329,114650,120000,2400,59658,149885,536,12644,222723,7618,6353,1265,708,6911,188,28297,5365,5956,16976,92.9,86.8,68.8,44
11.93,"Open","No","No_or_limited_measures","Omicron BA.2",5317,94.8149655458129,106,69,128.458103119787,129,78,97,71,70.1382085289569,83.0915546854722,268.519864440412,"Spring",81046,315979,811,122400,201329,114650,120000,2400,63074,156855,513,7363,227805,8262,6879,1383,666,7290,201,28682,5431,5921,17330,92.8,86.8,68.8,70
11.93,"Open","No","No_or_limited_measures","Omicron BA.2",5301,94.8052130964989,107,66,128.510354014773,115,77,98,67,64.5950971520182,80.5568162409419,269.947718891738,"Spring",78789,315979,841,122400,201329,114650,120000,2400,65814,218507,405,7533,292259,9389,7717,1672,687,7636,189,25988,4774,5601,15613,92.8,86.7,68.8,62
23.83,"Open","No","No_or_limited_measures","Omicron BA.2",5289,94.7954559986483,101,92,128.561760650612,80,75,88,80,87.8991470179831,91.5880301423729,271.344295182144,"Spring",59654,315979,662,122400,201329,114650,120000,2400,42910,116263,662,10855,170690,7943,6660,1283,631,7823,199,23918,10090,5709,8119,92.8,86.7,68.7,66
23.83,"Open","No","No_or_limited_measures","Omicron BA.2",5274,94.7856927928052,98,92,128.6143643466,119,76,96,81,83.104957314011,90.2570754997842,272.709761745887,"Spring",65316,315979,180,122400,201329,114650,120000,2400,44835,110135,180,10855,166005,6100,5141,959,612,7838,197,49184,20462,12824,15898,92.8,86.7,68.7,62
23.83,"Open","No","No_or_limited_measures","Omicron BA.2",5272,94.7759268924873,106,68,128.666581703368,108,74,98,68,65.1821225729335,83.9993773861279,274.04428701722,"Spring",94727,315979,979,122400,201329,114650,120000,2400,64077,174142,82,11482,249783,6888,5847,1041,624,8179,189,31687,7513,7150,17024,92.8,86.7,68.7,66
23.83,"Open","No","No_or_limited_measures","Omicron BA.2",5269,94.7661623928645,106,70,128.717776830392,106,79,97,71,71.8197844187194,83.3939575824848,275.348039430404,"Spring",74367,315973,1264,122400,201323,114650,120000,2400,54050,183577,670,11775,250072,7614,6411,1203,781,8485,191,35034,7488,7531,20015,92.8,86.7,68.7,64
23.83,"Open","No","No_or_limited_measures","Omicron BA.2",5244,94.7564008448159,107,69,128.76971836874,80,72,91,69,69.6235233765266,79.4655160015562,276.621187419695,"Spring",80398,315973,2416,132400,201323,114650,130000,2400,57549,169923,615,13375,241462,8695,7278,1417,774,8946,202,36016,6801,8001,21214,92.7,86.7,68.6,76
23.83,"Open","No","No_or_limited_measures","Omicron BA.2",5235,94.7466410363969,106,68,128.822019494575,99,74,95,69,68.1443120956611,81.7518214498612,277.863899419349,"Spring",85164,315973,1846,132400,201323,114650,130000,2400,66434,175449,465,8897,251245,9711,8106,1605,861,9343,203,35272,7224,7909,20139,92.7,86.7,68.6,91
23.83,"Open","No","No_or_limited_measures","Omicron BA.2",5230,94.7368809341707,107,66,128.873797552833,122,77,98,67,63.1858851400911,81.1338169065922,279.076343863623,"Spring",84869,315973,384,132400,201323,114650,130000,2400,69623,234189,384,7798,311994,10678,8885,1793,844,9664,213,31771,5910,7601,18260,92.7,86.6,68.6,76
-0.92,"Open","No","No_or_limited_measures","Omicron BA.2",5211,94.7271195959007,99,95,128.925768866429,141,82,94,82,91.5705129520565,99.5259939705979,280.258689186773,"Spring",66803,315973,160,132400,201323,114650,130000,2400,49562,128323,160,9937,187982,9044,7586,1458,755,9748,227,26951,10662,7490,8799,92.7,86.6,68.5,80
-0.92,"Open","No","No_or_limited_measures","Omicron BA.2",5202,94.7173575621445,100,92,128.977998738858,91,76,93,78,78.56411146428,88.0576678591357,281.411103823059,"Spring",73147,315973,272,132400,201323,114650,130000,2400,49507,128541,272,9853,188173,7515,6436,1079,702,9804,226,60876,24460,15741,20675,92.7,86.6,68.5,95
-0.92,"Open","No","No_or_limited_measures","Omicron BA.2",5184,94.707595824525,106,68,129.029821039737,110,75,97,68,64.8761215685567,83.8092858893428,282.533756206733,"Spring",87642,315973,1633,132400,201323,114650,130000,2400,61748,186807,1157,12248,261960,8920,7569,1351,819,10307,237,38622,9588,9434,19600,92.7,86.6,68.5,90
-0.92,"Open","No","No_or_limited_measures","Omicron BA.2",5144,94.6978346044773,106,69,129.081608531031,119,79,99,70,70.3555185939445,83.4572198029568,283.626814772055,"Spring",89208,315293,2738,132400,200643,114650,130000,2400,60656,208167,751,13150,282724,10190,8578,1612,868,10827,253,36891,8238,7997,20656,92.6,86.6,68.5,80
-0.92,"Open","No","No_or_limited_measures","Omicron BA.2",5112,94.6880731391959,107,69,129.133676870409,90,72,93,68,68.4392769806294,81.3765859836648,284.69044795328,"Spring",103166,315293,2196,132400,200643,114650,130000,2400,70784,200437,707,10245,282173,11657,9840,1817,1005,11324,277,41167,9080,8684,23403,92.6,86.6,68.4,87
-0.92,"Open","No","No_or_limited_measures","Omicron BA.2",5080,94.67831064688,107,65,129.185648650601,94,71,96,67,65.0584169935191,79.4054634083084,285.724824184667,"Spring",93396,315293,612,132400,200643,114650,130000,2400,74799,231187,543,7649,314178,13284,11135,2149,1019,11666,278,30651,7587,6536,16528,92.6,86.5,68.4,100
